agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2025-09-09T00:00:00.000Z,2,1,,2005-04-02T00:00:00.000Z,0,,,,AE,0,,,,2,0,,1,1969-07-01T00:00:00.000Z,1999-10-26T00:00:00.000Z,9016.13,0.00,0.00,0,1,0,108900,0,2005,1,10017,2,9016.13,153216,4,N,,,0.00,,0,,,,0,0,,30000,0.00,420201,420201,"RIEGELSVILLE, BOROUGH OF",,,1,191520,,A,0,20,AE,1,0,PA,Currently Unavailable,18077,42017,42017106600,420171066002,40.6,-75.2,869947b0-e1a2-43d6-894c-908a5fed393c
0,2025-09-09T00:00:00.000Z,,1,,2003-05-06T00:00:00.000Z,0,,,,A,0,4,,,4,0,10,1,1970-01-01T00:00:00.000Z,1996-10-16T00:00:00.000Z,3379.39,0.00,0.00,0,1,0,136500,11800,2003,1,4380,1,3379.39,124426,2,N,,1,0.00,,0,,,,0,0,,20000,0.00,130052,,,,,1,161592,,A,0,-5,,,0,GA,Currently Unavailable,30067,13067,13067030318,130670303183,33.9,-84.4,5b99afc4-4647-4025-967e-e5f309b57e6f
0,2025-09-09T00:00:00.000Z,1,1,,1979-01-25T00:00:00.000Z,0,,,,,0,2,,,2,0,10,2,1492-10-12T00:00:00.000Z,1979-01-04T00:00:00.000Z,1350.00,0.00,0.00,0,1,0,14600,1000,1979,0,1550,,1350.00,14600,1,N,,,0.00,,0,,12,,0,0,Not a named storm,,0.00,340430,,,97,,1,0,,R,0,1,,,0,NJ,Currently Unavailable,08807,34035,34035051000,340350510002,40.6,-74.6,5a6ac8e3-9863-4f1d-9eac-c1be3db26809
0,2025-09-09T00:00:00.000Z,,1,,1998-09-11T00:00:00.000Z,0,,-2.0,63.3,AE,0,3,,61.7,1,0,10,1,1990-09-28T00:00:00.000Z,1996-07-25T00:00:00.000Z,,,,1,2,0,45800,0,1998,0,,0,0.00,,4,N,,0,0.00,,0,,616,,0,0,Flooding,15000,0.00,480296,,,,97,1,,,R,0,0,,,0,TX,Currently Unavailable,77093,48201,48201221900,482012219002,29.9,-95.3,9dfaf6a6-64fd-438e-84e3-45469b00138b
0,2025-09-09T00:00:00.000Z,,1,,2005-10-24T00:00:00.000Z,0,,0.0,7.0,AHB,0,,,7.4,1,0,,1,1966-01-01T00:00:00.000Z,1994-01-23T00:00:00.000Z,,,,0,1,0,250000,48800,2005,1,,1,0.00,,1,N,,1,0.00,,0,,659,,0,0,Hurricane Wilma,30000,0.00,120053,,,97,97,1,,,A,0,,,,0,FL,Currently Unavailable,33024,12011,12011110313,120111103133,26.0,-80.2,9f4154cf-e4d8-4f81-820d-a5b8f68e6e3c
0,2025-09-09T00:00:00.000Z,,1,,2021-04-24T00:00:00.000Z,0,,,,C,0,3,,,1,0,,1,1970-01-01T00:00:00.000Z,2018-12-18T00:00:00.000Z,8253.89,0.00,0.00,0,7,0,250000,100000,2021,1,7963,F,8253.89,252378,4,N,0,F,0.00,75000,,,,,,0,,30000,0.00,225205,225205,ST. TAMMANY PARISH*,20,,,310103,0,R,0,0,C,1,0,LA,Currently Unavailable,70448,22103,22103041209,221030412092,30.4,-90.1,0d16a21f-4159-42f5-ab38-70b8dacdfedf
0,2025-09-09T00:00:00.000Z,,1,,1982-04-25T00:00:00.000Z,0,,,,A01,0,3,,,1,0,10,1,1973-07-01T00:00:00.000Z,1977-06-06T00:00:00.000Z,9959.63,6310.60,0.00,0,1,0,40000,15000,1982,0,12393,0,9959.63,77700,4,N,10788,0,6310.60,15000,0,,69,,0,0,Flooding,,0.00,225204,,,,,1,0,0,A,0,1,,,0,LA,Currently Unavailable,70043,22087,22087030601,220870306012,30.0,-90.0,a4c58019-b514-4339-a3f5-516765330e22
0,2025-09-09T00:00:00.000Z,,1,,1997-05-24T00:00:00.000Z,0,,,,X,0,3,,,1,0,10,1,1963-01-01T00:00:00.000Z,1997-04-30T00:00:00.000Z,13228.60,4382.40,0.00,0,1,0,49500,22000,1997,0,13729,0,13228.60,51000,4,N,4883,0,4382.40,0,0,,,,0,0,,15000,0.00,480287,,,,,1,51000,0,R,0,1,,,0,TX,Currently Unavailable,77037,48201,48201221600,482012216003,29.9,-95.4,579d7c4a-c6e2-477a-8739-9bc8c789d27b
0,2025-09-09T00:00:00.000Z,,1,,1999-09-16T00:00:00.000Z,1,,,,AE,0,4,,,2,0,10,3,1975-05-01T00:00:00.000Z,1999-04-27T00:00:00.000Z,,,,0,1,0,66000,5300,1999,0,,0,0.00,,0,N,,0,0.00,,0,,626,,0,0,Hurricane Floyd,20000,0.00,375347,,,20,20,1,,,,0,0,,,0,NC,Currently Unavailable,28428,37129,37129012202,371290122021,34.0,-77.9,eea1ea4e-8797-4641-bfe8-f68553190f85
0,2025-09-09T00:00:00.000Z,1,1,,2024-09-26T00:00:00.000Z,1,,-5.0,12.1,AE,0,7,7.4,17.6,1,0,54,11,1994-05-15T00:00:00.000Z,2010-07-01T00:00:00.000Z,3697.34,0.00,0.00,1,RatingEngine,0,250000,0,2024,1,5687,2,3697.34,91138,3,N,,,0.00,,,FL0124,,,,0,Hurricane Helene,30000,0.00,120110,120110,HERNANDO COUNTY *,,,1,195958,,R,0,2,AE,1,0,FL,Currently Unavailable,34607,12053,12053041501,120530415011,28.5,-82.7,63080fc6-2ff2-4810-86a8-27c7232e945b
0,2025-09-09T00:00:00.000Z,0,1,,2023-08-31T00:00:00.000Z,0,,,,AE,0,3,,,1,0,,16,1972-01-01T00:00:00.000Z,2004-07-09T00:00:00.000Z,0.00,7540.74,0.00,0,RatingEngine,0,22000,16000,2023,1,,2,0.00,,2,U,9541,2,7540.74,0,0,FL0123,,,,0,Hurricane Idalia,,0.00,120063,120063,CITRUS COUNTY *,,97,3,,0,A,0,1,AE,1,0,FL,Currently Unavailable,34429,12017,12017450500,120174505004,28.9,-82.6,f295cd47-7333-43a9-af5c-e9851dea7a31
0,2025-09-09T00:00:00.000Z,,1,,2012-11-30T00:00:00.000Z,0,,,,AE,0,3,,,1,0,,6,1980-07-01T00:00:00.000Z,1999-05-05T00:00:00.000Z,,,,0,1,0,500000,0,2012,0,,D,0.00,,0,N,,0,0.00,,0,,,,0,0,,30000,0.00,320021,320021,"SPARKS, CITY OF",,20,1,,,A,0,-1,AE,1,0,NV,Currently Unavailable,89431,32031,32031003101,320310031013,39.5,-119.7,76b63bd3-0ad7-42ed-8e83-b2992f048ec6
0,2025-09-09T00:00:00.000Z,,1,,1982-11-23T00:00:00.000Z,0,1,,,A,0,,,,1,0,10,1,1492-10-12T00:00:00.000Z,1980-01-23T00:00:00.000Z,19892.31,0.00,0.00,0,3,0,50000,0,1982,0,20093,,19892.31,94000,1,N,,,0.00,,0,,78,,0,0,Flooding,,0.00,150001,,,,,1,0,,A,0,0,,,0,HI,Currently Unavailable,96790,15009,15009030404,150090304043,20.8,-156.3,467b0ad3-eb75-4d4d-86b5-1ffb9bc6e5be
0,2025-09-09T00:00:00.000Z,1,1,,1983-04-10T00:00:00.000Z,0,1,,,A,0,2,,,3,0,10,1,1492-10-12T00:00:00.000Z,1980-11-01T00:00:00.000Z,557.07,1700.00,0.00,0,3,0,11000,10500,1983,0,5000,0,557.07,122000,4,N,5500,0,1700.00,10000,0,,,,0,0,,,0.00,360497,,,,,1,0,0,A,0,1,,,0,NY,Currently Unavailable,11694,36081,36081092800,360810928003,40.6,-73.9,79c24b9e-fee1-461d-acb4-bace2f075eda
0,2025-09-09T00:00:00.000Z,,1,,2001-09-14T00:00:00.000Z,0,,,,X,0,,,,1,0,10,1,1986-01-01T00:00:00.000Z,1997-08-24T00:00:00.000Z,,,,1,7,0,200000,50000,2001,1,,0,0.00,,4,N,,0,0.00,,0,,161,,0,0,Torrential rain,20000,0.00,120077,,,97,08,1,,,A,0,0,,,0,FL,Currently Unavailable,32217,12031,12031016604,120310166042,30.2,-81.6,b222a160-d861-4239-abb5-bfcb96ab855b
0,2025-09-09T00:00:00.000Z,,1,,1984-03-29T00:00:00.000Z,0,,,,B,0,4,,,3,0,10,1,1970-07-01T00:00:00.000Z,1977-08-07T00:00:00.000Z,,,,0,1,0,124100,11600,1984,0,,0,0.00,,1,N,,0,0.00,,0,,509,,0,0,Flooding,,0.00,340317,,,97,97,1,,,,0,0,,,0,NJ,Currently Unavailable,07753,34025,34025808001,340258080012,40.2,-74.1,71eea2af-3be9-4802-b117-08c6152dba2e
0,2025-09-09T00:00:00.000Z,,1,,1983-04-06T00:00:00.000Z,0,,,,A08,0,4,,,3,0,10,1,1492-10-12T00:00:00.000Z,1983-02-12T00:00:00.000Z,19466.57,0.00,0.00,0,1,0,35000,0,1983,0,22000,0,19466.57,90000,1,N,,,0.00,,0,,90,,0,0,Flooding,,0.00,220206,,,,,1,0,,A,0,3,,,0,LA,Currently Unavailable,70401,22105,,,30.5,-90.5,3d3a0995-7cd7-46c3-94b0-92b893758808
0,2025-09-09T00:00:00.000Z,,1,8,2005-08-29T00:00:00.000Z,1,,,,AE,0,3,,,1,0,10,1,1939-01-01T00:00:00.000Z,2004-09-30T00:00:00.000Z,79191.72,0.00,0.00,0,1,0,107000,0,2005,1,79692,2,79191.72,103400,1,N,,,0.00,,0,,654,,0,0,Hurricane Katrina,30000,0.00,225203,225203,NEW ORLEANS/ORLEANS PARISH*,,,1,129250,,A,0,29,AE,1,0,LA,Currently Unavailable,70119,22071,22071006500,220710065003,30.0,-90.1,509ce62e-7dc2-4b30-a1a4-ae765084c36e
0,2025-09-09T00:00:00.000Z,0,1,,2016-08-13T00:00:00.000Z,0,1,,,AE,0,3,,,1,0,,11,1975-05-30T00:00:00.000Z,2008-07-10T00:00:00.000Z,51117.00,0.00,0.00,0,RatingEngine,0,120000,35000,2016,1,52617,2,51117.00,144873,4,N,,1,0.00,,0,,679,,0,0,Mid-summer severe storms,30000,0.00,220058,220058,EAST BATON ROUGE PARISH,,,1,181092,,A,0,22,AE,,0,LA,Currently Unavailable,70817,22033,22033004516,220330045161,30.4,-91.0,801a5d7f-e679-43ee-8ac9-04170aa85193
0,2025-09-09T00:00:00.000Z,2,1,,2006-06-28T00:00:00.000Z,0,,,,AE,0,,,,1,0,,18,1950-07-01T00:00:00.000Z,2003-08-12T00:00:00.000Z,7590.02,0.00,0.00,0,RatingEngine,0,149000,0,2006,0,8091,2,7590.02,115346,4,N,,,0.00,,,,,,0,0,,30000,0.00,420195,420195,"NEW HOPE, BOROUGH OF",,,1,235399,,A,0,0,AE,8,0,PA,Currently Unavailable,18938,42017,42017104400,420171044001,40.4,-75.0,df1cbe84-fa8c-4a94-9c3e-bd7c8d2edafd
0,2025-09-09T00:00:00.000Z,0,1,,2019-09-06T00:00:00.000Z,1,,8.0,3.0,AE,0,,1.7,11.2,1,0,10,11,1995-11-30T00:00:00.000Z,2006-03-12T00:00:00.000Z,86097.94,0.00,30000.00,1,RatingEngine,0,250000,0,2019,0,91097,5,86097.94,220591,4,N,0,,0.00,0,0,,,,,0,,30000,30000.00,370133,370133,HYDE COUNTY*,,,1,234476,0,A,0,1,AE,1,0,NC,Currently Unavailable,27960,37095,37095920100,370959201004,35.1,-76.0,c3039ee4-4616-4eaf-9875-5d052892e237
0,2025-09-09T00:00:00.000Z,,1,,1978-05-03T00:00:00.000Z,0,,,,C,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1978-02-27T00:00:00.000Z,303.37,230.09,0.00,0,1,0,36300,10000,1978,0,504,,303.37,58000,4,N,610,,230.09,35000,0,,7,,0,0,Flooding,,0.00,225203,,,,,1,0,0,A,0,1,,,0,LA,Currently Unavailable,70115,22071,22071011600,220710116001,29.9,-90.1,41062d8c-163f-41a0-a4e5-a4e589edb8bd
0,2025-09-09T00:00:00.000Z,,1,,1992-08-24T00:00:00.000Z,0,,,,A10,0,3,,,1,0,10,1,1950-07-01T00:00:00.000Z,1992-03-23T00:00:00.000Z,1700.00,0.00,0.00,0,1,0,250000,100000,1992,0,2200,9,1700.00,2200,1,N,,9,0.00,,0,,564,,0,0,Hurricane Andrew,,0.00,120648,,,20,,1,0,,A,0,,,,0,FL,Currently Unavailable,33149,12086,12086004602,120860046023,25.7,-80.2,31d7f42f-d0d2-4826-be96-957f0ea25847
0,2025-09-09T00:00:00.000Z,,1,,1991-01-24T00:00:00.000Z,0,3,1.0,,A01,0,,,,2,0,10,4,1983-03-23T00:00:00.000Z,1986-05-03T00:00:00.000Z,,,,1,1,0,250000,0,1991,0,,0,0.00,,4,A,,0,0.00,,0,,,,0,0,,,0.00,225201,,,,06,1,,,,0,0,,,0,LA,Currently Unavailable,70062,22051,22051020507,220510205071,30.0,-90.3,91c04da9-e445-434f-ba6c-61573fa7e33a
0,2025-09-09T00:00:00.000Z,,1,,2009-11-13T00:00:00.000Z,1,,0.0,,A07,0,3,,,1,0,15,1,1978-07-01T00:00:00.000Z,1990-06-27T00:00:00.000Z,6128.14,0.00,0.00,1,1,0,192500,64700,2009,1,6629,1,6128.14,79399,1,N,,1,0.00,,0,,247,,0,0,Nor'easter,30000,0.00,515527,,,,,1,115071,,R,0,-1,,,0,VA,Currently Unavailable,23664,51650,51650012100,516500121003,37.1,-76.3,bc1e03ac-6180-4048-9ab9-89489a12ce6f
0,2025-09-09T00:00:00.000Z,,1,,1992-12-11T00:00:00.000Z,0,,,,A06,0,3,,,2,0,10,2,1950-07-01T00:00:00.000Z,1991-11-14T00:00:00.000Z,3376.20,2277.86,0.00,0,1,0,156000,14100,1992,0,4126,9,3376.20,134400,1,N,3027,9,2277.86,12800,0,,567,,0,0,December Storm - Nor'easter,,0.00,345304,,,,,1,0,0,A,0,1,,,0,NJ,Currently Unavailable,08402,34001,34001013102,340010131022,39.3,-74.5,c2b0384d-d429-4a2f-a20f-cd3448b85b96
0,2025-09-09T00:00:00.000Z,1,1,,1979-07-28T00:00:00.000Z,0,,,,,0,,,,2,0,10,2,1492-10-12T00:00:00.000Z,1978-10-19T00:00:00.000Z,155.31,0.00,0.00,0,1,0,9000,0,1979,0,356,,155.31,11300,1,N,,,0.00,,0,,,,0,0,,,0.00,180259,,,,,1,0,,A,0,-1,,,0,IN,Currently Unavailable,47842,18165,18165020500,181650205002,39.7,-87.4,27570a7a-aab4-4ff1-a18e-5405706e7283
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,0,,,,A04,0,3,,,1,0,,1,1964-09-09T00:00:00.000Z,2003-09-22T00:00:00.000Z,92000.00,10000.00,0.00,0,1,0,92000,10000,2005,1,113211,0,92000.00,174134,4,N,14041,0,10000.00,0,0,,654,,0,0,Hurricane Katrina,30000,0.00,225203,,,,,1,202482,0,A,0,5,,,0,LA,Currently Unavailable,70127,22071,22071001723,220710017232,30.0,-90.0,91aa8a6b-6a51-44b4-87a5-21a52b7c311d
0,2025-09-09T00:00:00.000Z,,1,,1984-05-07T00:00:00.000Z,0,1,,,A,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1981-07-21T00:00:00.000Z,4500.00,0.00,0.00,0,1,0,99000,60000,1984,0,4700,,4500.00,107000,1,N,,,0.00,,0,,512,,0,0,Flooding,,0.00,210298,,,97,,1,0,,R,0,0,,,0,KY,Currently Unavailable,41503,21195,21195931400,211959314002,37.7,-82.3,2de97049-7722-46bc-8222-062bfc2ec96c
0,2025-09-09T00:00:00.000Z,,1,,1983-08-18T00:00:00.000Z,0,1,,,A,0,,,,1,0,10,1,1964-06-01T00:00:00.000Z,1983-02-13T00:00:00.000Z,14523.33,0.00,0.00,0,3,0,35000,0,1983,0,16000,0,14523.33,35000,1,N,,,0.00,,0,,501,,0,0,Hurricane Alicia,,0.00,480077,,,,,1,0,,A,0,1,,,0,TX,Currently Unavailable,77581,48039,48039660500,480396605001,29.6,-95.3,f9348715-b3e1-4888-9f55-32af39bd566e
0,2025-09-09T00:00:00.000Z,,1,,1984-03-29T00:00:00.000Z,0,,,,A06,0,3,,,1,0,10,1,1960-07-01T00:00:00.000Z,1981-07-15T00:00:00.000Z,,,,0,1,0,12400,2100,1984,0,,0,0.00,,1,N,,0,0.00,,0,,509,,0,0,Flooding,,0.00,345288,,,20,20,1,,,,0,0,,,0,NJ,Currently Unavailable,08204,34009,34009022000,340090220003,38.9,-74.9,65540daf-2889-4ede-beea-7a0711248245
0,2025-09-09T00:00:00.000Z,2,1,,2013-04-24T00:00:00.000Z,0,,,,AE,0,,,,2,0,,1,1963-01-01T00:00:00.000Z,2008-11-13T00:00:00.000Z,7097.86,0.00,0.00,0,1,0,80000,10000,2013,1,8097,1,7097.86,178735,2,N,,1,0.00,,0,,315,,0,0,Mid-spring storms,30000,0.00,170582,,,08,,1,238314,,A,0,13,,1,0,IL,Currently Unavailable,61265,17161,17161021900,171610219001,41.5,-90.5,3a92c46b-2812-472c-94f1-32ee52bec92e
0,2025-09-09T00:00:00.000Z,,1,,1985-03-31T00:00:00.000Z,0,,,,A11,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1984-07-07T00:00:00.000Z,,,,0,1,0,100000,0,1985,0,,0,0.00,,1,N,,,0.00,,0,,,,0,0,,,0.00,125148,,,98,98,1,,,,0,0,,,0,FL,Currently Unavailable,33702,12103,12103024409,121030244092,27.8,-82.6,392b7376-bc3e-491e-ada6-7eea595aa623
0,2025-09-09T00:00:00.000Z,1,1,,2010-07-20T00:00:00.000Z,0,,,,C,0,2,,,2,0,,1,1966-04-01T00:00:00.000Z,2008-10-09T00:00:00.000Z,17346.29,4242.48,0.00,0,7,0,100000,40000,2010,1,18969,1,17346.29,242785,2,N,5243,1,4242.48,0,0,,,,0,0,,30000,0.00,290223,,,,,1,349965,0,A,0,,,1,0,MO,Currently Unavailable,63401,29127,29127960600,291279606001,39.7,-91.4,d78c63df-992b-443d-b7bb-ff08a0aec2d9
0,2025-09-09T00:00:00.000Z,4,1,,2013-04-22T00:00:00.000Z,0,,-4.0,460.0,AE,0,,456.6,455.5,2,0,80,1,1954-06-01T00:00:00.000Z,2009-10-04T00:00:00.000Z,8349.55,0.00,0.00,0,1,0,125000,0,2013,1,13351,5,8349.55,128394,1,N,,,0.00,,0,,315,,0,0,Mid-spring storms,30000,0.00,170730,170730,WOODFORD COUNTY *,,,1,197529,,A,0,0,AE,1,0,IL,Currently Unavailable,61611,17203,17203030502,172030305023,40.8,-89.5,1c014ed5-14d2-4c5b-8afa-e77246af982d
0,2025-09-09T00:00:00.000Z,,1,,1992-12-11T00:00:00.000Z,0,2,,,A,0,,,,3,0,10,1,1925-07-01T00:00:00.000Z,1991-08-20T00:00:00.000Z,1437.50,0.00,0.00,0,1,0,99000,0,1992,0,1940,0,1437.50,235600,1,N,,0,0.00,,0,,568,,0,0,December Storm - Nor'easter,,0.00,360497,,,,,1,0,,A,0,1,,,0,NY,Currently Unavailable,11414,36081,36081088400,360810884003,40.7,-73.8,64845c2e-9bdb-4bef-8f2b-2b73fb4049e7
0,2025-09-09T00:00:00.000Z,,1,,2015-10-31T00:00:00.000Z,0,,,,A,0,3,,,1,0,,1,1979-01-01T00:00:00.000Z,2010-03-20T00:00:00.000Z,34328.68,19903.55,0.00,0,1,0,128900,36800,2015,1,36329,2,34328.68,103362,0,N,21904,2,19903.55,0,0,,338,,0,0,Fall severe storms,30000,0.00,480438,,,,,1,164190,0,A,0,1,,1,0,TX,Currently Unavailable,77564,48291,,,30.1,-94.6,0439a0aa-902d-4e2c-8e94-0217800d02a1
0,2025-09-09T00:00:00.000Z,,1,,2008-09-13T00:00:00.000Z,1,,,,AE,0,4,,,2,0,10,1,1940-07-01T00:00:00.000Z,2004-09-20T00:00:00.000Z,41503.42,14800.00,0.00,0,1,0,47100,14800,2008,1,42504,1,41503.42,57605,4,N,16834,1,14800.00,0,0,,668,,0,0,Hurricane Ike,30000,0.00,485469,,,,,1,211997,0,A,0,1,,,0,TX,Currently Unavailable,77550,48167,48167724400,481677244004,29.3,-94.8,7d68e342-1b2e-4eb4-81a5-696828c726dd
0,2025-09-09T00:00:00.000Z,1,1,,1979-03-19T00:00:00.000Z,0,,,,A03,0,,,,1,0,10,1,1492-10-12T00:00:00.000Z,1978-10-21T00:00:00.000Z,3765.77,0.00,0.00,0,1,0,20000,0,1979,0,5000,,3765.77,66300,4,N,,,0.00,,0,,,,0,0,,,0.00,085079,,,,,1,0,,A,0,-7,,,0,CO,Currently Unavailable,80215,08059,08059010504,080590105042,39.8,-105.1,fdd42c7a-e83f-4901-bc4e-d51ce1e150d2
0,2025-09-09T00:00:00.000Z,,1,,1992-01-20T00:00:00.000Z,0,2,,,AE,0,,,,1,0,10,1,1986-07-01T00:00:00.000Z,1990-05-16T00:00:00.000Z,,,,0,1,0,36300,11000,1992,0,,0,0.00,,1,N,,0,0.00,,0,,,,0,0,,,0.00,480438,,,97,97,1,,,A,0,0,,,0,TX,Currently Unavailable,77328,48407,,,30.4,-95.2,ad30d332-5537-4ac0-bd42-3dcd48aaeeda
0,2025-09-09T00:00:00.000Z,,1,,2004-08-13T00:00:00.000Z,0,,,,A10,0,3,,,1,0,,1,1979-04-15T00:00:00.000Z,2000-08-24T00:00:00.000Z,,,,0,1,0,250000,100000,2004,0,,2,0.00,,,N,,2,0.00,,0,,182,,0,0,Hurricane Charley,30000,0.00,120402,,,06,06,1,,,,0,0,,1,0,FL,Currently Unavailable,33957,12071,12071080202,120710802021,26.4,-82.0,d06401a3-dcb5-4f61-bcb3-3ddeea103496
0,2025-09-09T00:00:00.000Z,2,1,,2011-08-08T00:00:00.000Z,0,,,,A06,0,2,,,2,0,,1,1940-01-01T00:00:00.000Z,1996-07-11T00:00:00.000Z,5000.00,0.00,0.00,0,1,0,104100,11000,2011,1,,5,0.00,,1,N,,5,0.00,,0,,,,0,0,,30000,0.00,420813,,,,98,1,,,A,0,1,,1,0,PA,Currently Unavailable,18847,42115,42115032300,421150323004,42.0,-75.6,af57c9cd-910a-4b1e-a395-c95b092158ff
0,2025-09-09T00:00:00.000Z,,1,,2007-08-16T00:00:00.000Z,0,,,,A,0,3,,,1,0,,1,1955-12-31T00:00:00.000Z,2004-06-30T00:00:00.000Z,2921.07,0.00,0.00,0,1,0,60000,0,2007,0,3422,0,2921.07,142484,4,N,,,0.00,,0,,664,,0,0,Tropical Storm Erin,30000,0.00,480296,,,,,1,192546,,A,0,0,,,0,TX,Currently Unavailable,77034,48201,48201320900,482013209002,29.6,-95.2,8968c59a-8c11-472f-b6f8-8b94990ffebf
0,2025-09-09T00:00:00.000Z,,1,,2022-09-30T00:00:00.000Z,0,,2.0,5.0,AE,0,,6.7,7.2,1,0,,11,1973-01-01T00:00:00.000Z,2010-01-06T00:00:00.000Z,77000.00,0.00,0.00,0,RatingEngine,0,94000,0,2022,1,71746,A,77000.00,77134,1,N,,,0.00,,,FL0222,,,,0,Hurricane Ian,30000,0.00,120313,120313,"PORT ORANGE, CITY OF",,,1,92933,,R,0,1,AE,1,0,FL,Currently Unavailable,32127,12127,12127082503,121270825033,29.1,-81.0,aa499110-cdd3-40a6-8c79-a3ef9d3857c1
0,2025-09-09T00:00:00.000Z,0,1,,2017-08-26T00:00:00.000Z,0,,,,X,0,3,,,1,0,,11,1977-01-01T00:00:00.000Z,2025-07-07T00:00:00.000Z,32912.29,6688.03,0.00,0,RatingEngine,0,250000,100000,2017,1,31531,2,32912.29,94568,2,N,7938,1,6688.03,57000,0,,682,,0,0,Hurricane Harvey,30000,0.00,480296,480296,"HOUSTON, CITY OF",,,1,126801,0,R,0,1,X,1,0,TX,Currently Unavailable,77013,48201,48201232600,482012326002,29.8,-95.2,39271c3f-3d4b-4254-bf32-76f7a513226b
0,2025-09-09T00:00:00.000Z,,1,7,2016-08-13T00:00:00.000Z,0,,,,AE,0,,,,1,0,,1,1978-01-15T00:00:00.000Z,2008-11-12T00:00:00.000Z,86813.18,0.00,0.00,0,1,0,120000,0,2016,1,88813,2,86813.18,183128,2,N,,,0.00,,0,,679,,0,0,Mid-summer severe storms,30000,0.00,220058,220058,EAST BATON ROUGE PARISH,,,1,337670,,A,0,3,AE,1,0,LA,Currently Unavailable,70815,22033,22033003703,220330037035,30.4,-91.0,91542c77-f539-43b5-8e4d-e7291106db49
0,2025-09-09T00:00:00.000Z,,1,,2012-10-30T00:00:00.000Z,1,,,,A08,0,,,,2,0,50,1,1974-09-15T00:00:00.000Z,2010-07-30T00:00:00.000Z,,,,0,1,0,120000,0,2012,0,,5,0.00,,1,N,,,0.00,,0,,305,,0,0,Hurricane Sandy,30000,0.00,345278,,,,98,1,,,R,0,2,,1,0,NJ,Currently Unavailable,08401,34001,34001001300,340010013001,39.4,-74.4,dfbd02a0-10ea-45be-81c9-caa339dcb336
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,0,,,,A02,0,3,,,1,0,,1,1971-09-30T00:00:00.000Z,2003-08-01T00:00:00.000Z,,,,0,1,0,29000,30900,2005,1,,1,0.00,,4,N,,1,0.00,,0,,654,,0,0,Hurricane Katrina,30000,0.00,225199,,,97,97,1,,,A,0,0,,,0,LA,Currently Unavailable,70094,22051,22051027602,220510276021,29.9,-90.2,29ee6d9a-f96a-453e-af85-1919aa1abeb3
0,2025-09-09T00:00:00.000Z,,1,,2005-10-14T00:00:00.000Z,0,,1.0,,A06,0,,,,2,0,10,1,1992-01-01T00:00:00.000Z,1992-01-10T00:00:00.000Z,6774.61,0.00,0.00,1,1,0,160000,0,2005,1,6776,1,6774.61,135641,4,N,,0,0.00,,0,,193,,0,0,Torrential rain,30000,0.00,360497,,,,,1,152405,,R,0,-2,,,0,NY,Currently Unavailable,11697,36081,36081091601,360810916013,40.6,-73.9,91f180e4-032e-4661-8c1b-a8773bafaf4a
0,2025-09-09T00:00:00.000Z,2,1,,2001-12-16T00:00:00.000Z,0,,,,AO,0,,,,2,0,,1,1978-07-01T00:00:00.000Z,1998-07-12T00:00:00.000Z,5191.36,0.00,0.00,1,2,0,7800,0,2001,1,5692,0,5191.36,40510,2,N,,0,0.00,,0,,,,0,0,,30000,0.00,050085,,,,,1,57056,,A,0,1,,,0,AR,Currently Unavailable,72450,05055,05055480500,050554805004,36.1,-90.5,f0e63850-8d78-4728-9b92-e7a498bb9c6f
