ABSOLUTE_ROWNUMBER,BEGIN_DATE,BEGIN_LOCATION,BEGIN_TIME,CZ_FIPS,CZ_NAME_STR,CZ_TIMEZONE,CZ_TYPE,DAMAGE_CROPS_NUM,DAMAGE_PROPERTY_NUM,DEATHS_DIRECT,DEATHS_INDIRECT,END_DATE,END_TIME,EPISODE_ID,EPISODE_NARRATIVE,EVENT_ID,EVENT_NARRATIVE,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,MAGNITUDE,MAGNITUDE_TYPE,SOURCE,STATE_ABBR,TOR_F_SCALE,WFO,__source_file
11.0,08/22/2000,,1500,3,SOUTHEAST (ZONE),AST,Z,0,41000,0,0.0,08/23/2000,200.0,1102750,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage.",5156114,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,SJU,storm_data_search_results (1).csv
12.0,08/22/2000,,1500,5,NORTH CENTRAL (ZONE),AST,Z,0,41000,0,0.0,08/23/2000,200.0,1102750,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage.",5156110,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,SJU,storm_data_search_results (1).csv
13.0,08/22/2000,,1500,10,MAYAGUEZ AND VICINITY (ZONE),AST,Z,0,41000,0,0.0,08/23/2000,200.0,1102750,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage.",5156109,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,SJU,storm_data_search_results (1).csv
14.0,08/22/2000,,1500,4,EASTERN INTERIOR (ZONE),AST,Z,0,41000,0,0.0,08/23/2000,200.0,1102750,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage.",5157374,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,SJU,storm_data_search_results (1).csv
15.0,08/22/2000,,1500,2,NORTHEAST (ZONE),AST,Z,0,41000,0,0.0,08/23/2000,200.0,1102750,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage.",5156111,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,SJU,storm_data_search_results (1).csv
16.0,08/22/2000,,1500,9,WESTERN INTERIOR (ZONE),AST,Z,0,41000,0,0.0,08/23/2000,200.0,1102750,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage.",5156117,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,SJU,storm_data_search_results (1).csv
32.0,09/17/2000,,800,34,DIXIE (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158515,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
33.0,09/17/2000,,800,27,WAKULLA (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158870,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
34.0,09/17/2000,,800,28,TAYLOR (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158869,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
35.0,09/17/2000,,800,19,MADISON (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158868,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
36.0,09/17/2000,,800,26,LIBERTY (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158521,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
37.0,09/17/2000,,800,17,LEON (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158520,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
38.0,09/17/2000,,800,29,LAFAYETTE (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158519,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
39.0,09/17/2000,,800,18,JEFFERSON (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158518,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
40.0,09/17/2000,,800,16,GADSDEN (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158517,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
41.0,09/17/2000,,800,15,FRANKLIN (ZONE),EST,Z,0,0,0,0.0,09/18/2000,800.0,1103646,,5158516,"Hurricane Gordon, a minimal Category 1 storm, weakened to a tropical storm just prior to landfall near Cedar Key, Florida during the late evening hours of Sunday, September, 17, 2000.  Heavy rainfall associated with Gordon's outer bands began to affect mainly eastern portions of the Florida Big Bend as early as Sunday morning.  Storm total rainfall varied from 0.71 inches at Tallahassee to 4.83 inches at Cross City, Florida.  The highest sustained wind recorded was 33 mph with a peak gust of 42 mph at Cross City.  The lowest sea-level pressure recorded was 997 mb at Cross City.  There were no reports of beach erosion, flooding or tornadoes.",Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,FL,,TAE,storm_data_search_results (1).csv
42.0,09/19/2000,,0,4,WAKE ISLAND (ZONE),SST,Z,20000,50000,0,0.0,09/21/2000,0.0,1103431,A circulation developed on the monsoon trough just east of the dateline.  This system persisted and it crossed the dateline on the 15th. On the 17th the system gained strength to become a tropical depression and then  further intensified to Tropical Storm Shanshan later in the day. Shanshan became a typhoon on the 19th   as it passed to the east of Wake Island. Maximum sustained winds observed on Wake Island was 45 mph with a maximum gust of 56 mph.  Minor damage to street lights and vegetation was reported.,5174291,Minor damage to vegetation was reported.,Hurricane (Typhoon),0,0.0,,,TRAINED SPOTTER,XX,,GUA,storm_data_search_results (1).csv
43.0,08/03/2001,,2000,5,NORTHERN MARIANAS (ZONE),SST,Z,0,50000,0,0.0,08/04/2001,2000.0,1122622,"The circulation that would become Typhoon Man-Yi (12W) was fist seen on the 1st of the month 270 mile northwest of Pohnpei  near 9.5N 155.5E. The circulation had formed on the monsoon trough. The system moved slowly northwest and gained strength.  It became Tropical Depression 12W on the morning of the 2nd. The tropical cyclone continued to strengthen during the day and reached tropical storm intensity by evening of the 2nd. The storm passed 280 miles to the east of Guam on the morning of the third. Man-Yi became a typhoon on the evening of the 3rd when it was 140 mile northeast of Saipan. The typhoon continued to track northwest and eventually passed over the small northern Mariana island of Agrihan on the morning of the 4th. The island of Agrihan has a population of 25 (21 adults and 4 children).

Damage on Agrihan from Man-Yi:

Dispensary kitchen roof was blown off. Mr. Tobias Aldans' house was totally destroyed

Many banana, tangerine and mango trees were damaged. String and buffalo beans and tapioca
sprouts were destroyed.",5265902,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,XX,,GUA,storm_data_search_results (1).csv
44.0,11/04/2001,,1900,76,MONROE/UPPER KEYS (ZONE),EST,Z,0,0,0,0.0,11/04/2001,1901.0,1124515,"Hurricane Michelle passed about 60 miles south of the Florida Keys on the 4th and 5th.  Only minimal damage occurred in the Keys.  The listings are for sustained and maximum wind gusts observed over coastal observing stations.  The 3 events listed are the only observations of sustained winds greater than 33 knots.

Location			maximum sustained (direction)	maximum gust (direction)	time
Sombrero Key C-MAN station:       43 knots (060)                                 50 knots (060)                  0300 EST (5th)
(Middle Keys)
Sand Key C-MAN station	42 knots (050)                                    47 knots (050)                   0000 EST (5th)
(Lower Keys)
Molasses Reef C-MAN station:	39 knots (060)			 49 knots (060)		         1900 EST (4th)           
(Upper Keys)",5272138,,Hurricane (Typhoon),0,0.0,,,COASTAL OBSERVING STATION,FL,,EYW,storm_data_search_results (1).csv
45.0,11/05/2001,,0,78,MONROE/LOWER KEYS (ZONE),EST,Z,0,0,0,0.0,11/05/2001,1.0,1124515,"Hurricane Michelle passed about 60 miles south of the Florida Keys on the 4th and 5th.  Only minimal damage occurred in the Keys.  The listings are for sustained and maximum wind gusts observed over coastal observing stations.  The 3 events listed are the only observations of sustained winds greater than 33 knots.

Location			maximum sustained (direction)	maximum gust (direction)	time
Sombrero Key C-MAN station:       43 knots (060)                                 50 knots (060)                  0300 EST (5th)
(Middle Keys)
Sand Key C-MAN station	42 knots (050)                                    47 knots (050)                   0000 EST (5th)
(Lower Keys)
Molasses Reef C-MAN station:	39 knots (060)			 49 knots (060)		         1900 EST (4th)           
(Upper Keys)",5272137,,Hurricane (Typhoon),0,0.0,,,COASTAL OBSERVING STATION,FL,,EYW,storm_data_search_results (1).csv
46.0,11/05/2001,,200,74,COASTAL DADE (ZONE),EST,Z,0,10000,0,0.0,11/05/2001,1200.0,1124518,"Hurricane Michelle after forming into a depression in the southwest Caribbean Sea on October 29 drifted north and became a tropical storm on October 31 and a hurricane on November 2.    It turned northeast and made landfall along the south shore of Cuba as a category 4 hurricane on the Saffir-Simpson Hurricane Scale.  Michelle weakened as it moved across Cuba and into the central Bahamas.  The center reached its closest approach to southeast Florida, about 170 miles southeast of Miami, around 4 am November 5.  Tropical storm warnings were issued for southeast Florida at 10 pm, November 3.  The minimum pressure and maximum winds along the southeast Florida coast occurred at Miami Beach with a barometer reading of 1001.2 mb and sustained winds of 37 knots with gusts of 44 knots.  Fowey Rocks Light, just south of Key Biscayne, reported a peak gust of 53 knots.  Storm surge was estimated to be 1-2 feet while rainfall amounts of 1 to 2 inches were widespread across the southeast Florida  mainland.  Two brief tornadoes were spawned by Michelle causing minor damage.",5272141,,Hurricane (Typhoon),0,0.0,,,NEWSPAPER,FL,,MFL,storm_data_search_results (1).csv
47.0,11/05/2001,,300,77,MONROE/MIDDLE KEYS (ZONE),EST,Z,0,0,0,0.0,11/05/2001,301.0,1124515,"Hurricane Michelle passed about 60 miles south of the Florida Keys on the 4th and 5th.  Only minimal damage occurred in the Keys.  The listings are for sustained and maximum wind gusts observed over coastal observing stations.  The 3 events listed are the only observations of sustained winds greater than 33 knots.

Location			maximum sustained (direction)	maximum gust (direction)	time
Sombrero Key C-MAN station:       43 knots (060)                                 50 knots (060)                  0300 EST (5th)
(Middle Keys)
Sand Key C-MAN station	42 knots (050)                                    47 knots (050)                   0000 EST (5th)
(Lower Keys)
Molasses Reef C-MAN station:	39 knots (060)			 49 knots (060)		         1900 EST (4th)           
(Upper Keys)",5272136,,Hurricane (Typhoon),0,0.0,,,COASTAL OBSERVING STATION,FL,,EYW,storm_data_search_results (1).csv
48.0,11/05/2001,,300,72,COASTAL BROWARD (ZONE),EST,Z,0,30000,0,0.0,11/05/2001,1200.0,1124518,"Hurricane Michelle after forming into a depression in the southwest Caribbean Sea on October 29 drifted north and became a tropical storm on October 31 and a hurricane on November 2.    It turned northeast and made landfall along the south shore of Cuba as a category 4 hurricane on the Saffir-Simpson Hurricane Scale.  Michelle weakened as it moved across Cuba and into the central Bahamas.  The center reached its closest approach to southeast Florida, about 170 miles southeast of Miami, around 4 am November 5.  Tropical storm warnings were issued for southeast Florida at 10 pm, November 3.  The minimum pressure and maximum winds along the southeast Florida coast occurred at Miami Beach with a barometer reading of 1001.2 mb and sustained winds of 37 knots with gusts of 44 knots.  Fowey Rocks Light, just south of Key Biscayne, reported a peak gust of 53 knots.  Storm surge was estimated to be 1-2 feet while rainfall amounts of 1 to 2 inches were widespread across the southeast Florida  mainland.  Two brief tornadoes were spawned by Michelle causing minor damage.",5272142,,Hurricane (Typhoon),0,0.0,,,NEWSPAPER,FL,,MFL,storm_data_search_results (1).csv
